lich_su_id,user_id,book_id,ngay_bat_dau,ngay_ket_thuc,rating_user,review_text,trang_thai,phan_tram_hoan_thanh,sentiment,reading_id,so_trang_doc,thoi_gian_doc_phut,ten_sach,tac_gia,the_loai,so_trang,loai_sach,rating_book,nam_xuat_ban,quoc_gia,gia_sach,price_range,rating_level,ho_ten,email,gioi_tinh,ngay_sinh,thanh_pho,ngay_dang_ky,diem_danh_gia_trung_binh,so_luong_sach_da_mua_x,tuoi,age_group,so_luong_sach_da_mua_y,so_luong_sach_da_mua
374.0,23,94,2024-01-15 00:00:00,2024-02-02,5.0,Recommend cho mọi người,Chưa bắt đầu,2.0,Positive,3030.0,3.0,8.0,Measure What Matters,Agatha Christie,Fantasy,163,Truyện tranh,3.7,2019,UK,198000,Medium,Average,Đinh Sơn,đinhson98@gmail.com,Nam,1998-12-10 00:00:00,HCM,2023-03-10,3.8,43.0,28.0,25-35,8.0,8.0
375.0,23,35,2025-08-27 00:00:00,2025-09-02,1.0,Nội dung yếu,Đang đọc,49.0,Negative,3031.0,282.0,596.0,Tipping Point,Dan Brown,Business,576,Truyện chữ,3.9,2018,USA,329000,High,Average,Đinh Sơn,đinhson98@gmail.com,Nam,1998-12-10 00:00:00,HCM,2023-03-10,3.8,43.0,28.0,25-35,8.0,8.0
376.0,23,78,2024-01-20 00:00:00,2024-01-25,3.0,Đáng tham khảo,Đang đọc,36.0,Neutral,3032.0,241.0,596.0,Thiên Thần Và Ác Quỷ,Haruki Murakami,History,670,Truyện chữ,4.4,2012,Japan,134000,Medium,Good,Đinh Sơn,đinhson98@gmail.com,Nam,1998-12-10 00:00:00,HCM,2023-03-10,3.8,43.0,28.0,25-35,8.0,8.0
377.0,23,54,2025-01-10 00:00:00,2025-02-09,2.0,Bình thường,Bỏ dở,39.0,Negative,3033.0,302.0,736.0,Ficciones,Nguyễn Nhật Ánh,Business,775,Truyện chữ,4.6,2019,Vietnam,149000,Medium,Excellent,Đinh Sơn,đinhson98@gmail.com,Nam,1998-12-10 00:00:00,HCM,2023-03-10,3.8,43.0,28.0,25-35,8.0,8.0
378.0,23,34,2025-12-03 00:00:00,2025-12-31,1.0,Không như kỳ vọng,Đang đọc,59.0,Negative,3034.0,487.0,1191.0,Outliers,Nam Cao,Literature,827,Truyện chữ,4.4,2010,Vietnam,141000,Medium,Good,Đinh Sơn,đinhson98@gmail.com,Nam,1998-12-10 00:00:00,HCM,2023-03-10,3.8,43.0,28.0,25-35,8.0,8.0
379.0,23,57,2024-10-18 00:00:00,2024-10-28,1.0,Hơi chán,Bỏ dở,32.0,Negative,3035.0,267.0,578.0,Deep Work,Gustave Flaubert,Self-help,835,Truyện chữ,4.1,2021,France,130000,Medium,Good,Đinh Sơn,đinhson98@gmail.com,Nam,1998-12-10 00:00:00,HCM,2023-03-10,3.8,43.0,28.0,25-35,8.0,8.0
380.0,23,6,2024-11-12 00:00:00,2024-11-15,4.0,Recommend cho mọi người,Đã đọc xong,95.0,Positive,3036.0,784.0,1682.0,Doraemon,Fujiko F. Fujio,Self-help,826,Truyện chữ,4.4,2021,Japan,341000,High,Good,Đinh Sơn,đinhson98@gmail.com,Nam,1998-12-10 00:00:00,HCM,2023-03-10,3.8,43.0,28.0,25-35,8.0,8.0
381.0,24,75,2024-12-17 00:00:00,2024-12-25,5.0,Tuyệt vời,Đã đọc xong,99.0,Positive,3037.0,790.0,1774.0,Fullmetal Alchemist,J.K. Rowling,History,798,Truyện tranh,4.3,2022,UK,320000,High,Good,Đinh Quân,đinhquan90@gmail.com,Nữ,1996-02-08 00:00:00,Hà Nội,2024-06-16,3.4,22.0,30.0,25-35,4.0,4.0
382.0,24,60,2024-11-09 00:00:00,2024-11-19,4.0,Nội dung sâu sắc,Đang đọc,36.0,Positive,3038.0,290.0,725.0,Can't Hurt Me,George Orwell,Business,808,Truyện chữ,4.1,2017,UK,167000,Medium,Good,Đinh Quân,đinhquan90@gmail.com,Nữ,1996-02-08 00:00:00,Hà Nội,2024-06-16,3.4,22.0,30.0,25-35,4.0,4.0
383.0,24,80,2025-10-05 00:00:00,2025-10-17,1.0,Không phù hợp với mình,Bỏ dở,15.0,Negative,3039.0,81.0,236.0,Trại Hoa Vàng,Natsume Soseki,Manga,543,Truyện tranh,4.0,2019,Japan,223000,Medium,Good,Đinh Quân,đinhquan90@gmail.com,Nữ,1996-02-08 00:00:00,Hà Nội,2024-06-16,3.4,22.0,30.0,25-35,4.0,4.0
384.0,24,95,2025-04-18 00:00:00,2025-05-11,4.0,Nội dung sâu sắc,Chưa bắt đầu,4.0,Positive,3040.0,31.0,55.0,Radical Candor,Alexandre Dumas,History,798,Truyện tranh,4.5,2015,France,183000,Medium,Excellent,Đinh Quân,đinhquan90@gmail.com,Nữ,1996-02-08 00:00:00,Hà Nội,2024-06-16,3.4,22.0,30.0,25-35,4.0,4.0
385.0,25,67,2025-11-07 00:00:00,2025-11-18,5.0,Rất hay,Đã đọc xong,100.0,Positive,3041.0,725.0,2077.0,Đầu Tư Chứng Khoán,Stephen King,Fantasy,725,Truyện chữ,4.4,2017,USA,270000,High,Good,Bùi Khoa,buikhoa50@gmail.com,Nam,1985-01-03 00:00:00,Hà Nội,2025-04-19,4.4,4.0,41.0,35+,9.0,9.0
386.0,25,15,2025-12-29 00:00:00,2025-12-31,2.0,Bình thường,Chưa bắt đầu,4.0,Negative,3042.0,31.0,56.0,1984,George Orwell,Self-help,799,Truyện tranh,4.2,2019,UK,328000,High,Good,Bùi Khoa,buikhoa50@gmail.com,Nam,1985-01-03 00:00:00,Hà Nội,2025-04-19,4.4,4.0,41.0,35+,9.0,9.0
387.0,25,33,2025-07-25 00:00:00,2025-08-16,5.0,Cực kỳ cuốn hút,Đã đọc xong,100.0,Positive,3043.0,805.0,1966.0,Freakonomics,Nguyễn Nhật Ánh,Psychology,805,Truyện chữ,4.6,2019,Vietnam,105000,Low,Excellent,Bùi Khoa,buikhoa50@gmail.com,Nam,1985-01-03 00:00:00,Hà Nội,2025-04-19,4.4,4.0,41.0,35+,9.0,9.0
388.0,25,54,2025-05-09 00:00:00,2025-05-21,3.0,Tạm ổn,Bỏ dở,7.0,Negative,3044.0,54.0,88.0,Ficciones,Nguyễn Nhật Ánh,Business,775,Truyện chữ,4.6,2019,Vietnam,149000,Medium,Excellent,Bùi Khoa,buikhoa50@gmail.com,Nam,1985-01-03 00:00:00,Hà Nội,2025-04-19,4.4,4.0,41.0,35+,9.0,9.0
389.0,25,79,2025-09-17 00:00:00,2025-09-30,1.0,Nội dung yếu,Bỏ dở,16.0,Negative,3045.0,87.0,233.0,Điểm Hẹn,Ernest Hemingway,Literature,546,Truyện tranh,4.3,2024,USA,344000,High,Good,Bùi Khoa,buikhoa50@gmail.com,Nam,1985-01-03 00:00:00,Hà Nội,2025-04-19,4.4,4.0,41.0,35+,9.0,9.0
390.0,25,51,2025-10-23 00:00:00,2025-11-11,2.0,Ổn áp,Đang đọc,37.0,Negative,3046.0,316.0,907.0,Trăm Năm Cô Đơn,Haruki Murakami,Literature,856,Truyện chữ,4.6,2020,Japan,139000,Medium,Excellent,Bùi Khoa,buikhoa50@gmail.com,Nam,1985-01-03 00:00:00,Hà Nội,2025-04-19,4.4,4.0,41.0,35+,9.0,9.0
391.0,25,41,2025-12-21 00:00:00,2025-12-31,5.0,Hay hơn mong đợi,Đã đọc xong,97.0,Positive,3047.0,304.0,895.0,Kỹ Năng Giao Tiếp,Haruki Murakami,Romance,314,Truyện chữ,4.2,2024,Japan,332000,High,Good,Bùi Khoa,buikhoa50@gmail.com,Nam,1985-01-03 00:00:00,Hà Nội,2025-04-19,4.4,4.0,41.0,35+,9.0,9.0
392.0,25,95,2025-06-30 00:00:00,2025-07-27,4.0,Recommend cho mọi người,Chưa bắt đầu,10.0,Positive,3048.0,79.0,129.0,Radical Candor,Alexandre Dumas,History,798,Truyện tranh,4.5,2015,France,183000,Medium,Excellent,Bùi Khoa,buikhoa50@gmail.com,Nam,1985-01-03 00:00:00,Hà Nội,2025-04-19,4.4,4.0,41.0,35+,9.0,9.0
393.0,25,4,2025-11-07 00:00:00,2025-11-10,4.0,Nội dung sâu sắc,Đã đọc xong,95.0,Positive,3049.0,411.0,976.0,Atomic Habits,James Clear,Classic,433,Truyện tranh,3.8,2014,USA,237000,Medium,Average,Bùi Khoa,buikhoa50@gmail.com,Nam,1985-01-03 00:00:00,Hà Nội,2025-04-19,4.4,4.0,41.0,35+,9.0,9.0
394.0,26,56,2023-08-15 00:00:00,2023-09-07,5.0,Nội dung sâu sắc,Đã đọc xong,98.0,Positive,3050.0,209.0,517.0,The Power of Habit,Victor Hugo,Fantasy,214,Truyện chữ,4.4,2010,France,197000,Medium,Good,Đinh Bình,đinhbinh24@gmail.com,Nữ,1992-02-17 00:00:00,Cần Thơ,2022-05-19,3.5,43.0,34.0,25-35,10.0,10.0
395.0,26,19,2023-01-12 00:00:00,2023-01-19,3.0,Đọc được,Đã đọc xong,95.0,Negative,3051.0,449.0,738.0,Chí Phèo,Nam Cao,Psychology,473,Truyện tranh,3.5,2011,Vietnam,254000,High,Average,Đinh Bình,đinhbinh24@gmail.com,Nữ,1992-02-17 00:00:00,Cần Thơ,2022-05-19,3.5,43.0,34.0,25-35,10.0,10.0
396.0,26,95,2025-05-23 00:00:00,2025-05-30,5.0,Đọc một lần là nhớ mãi,Đã đọc xong,97.0,Positive,3052.0,774.0,1842.0,Radical Candor,Alexandre Dumas,History,798,Truyện tranh,4.5,2015,France,183000,Medium,Excellent,Đinh Bình,đinhbinh24@gmail.com,Nữ,1992-02-17 00:00:00,Cần Thơ,2022-05-19,3.5,43.0,34.0,25-35,10.0,10.0
397.0,26,37,2023-03-31 00:00:00,2023-04-16,3.0,Có vài điểm hay,Bỏ dở,36.0,Negative,3053.0,208.0,322.0,Pride and Prejudice,Ernest Hemingway,Classic,580,Truyện tranh,3.4,2018,UK,152000,Medium,Low,Đinh Bình,đinhbinh24@gmail.com,Nữ,1992-02-17 00:00:00,Cần Thơ,2022-05-19,3.5,43.0,34.0,25-35,10.0,10.0
398.0,26,69,2024-06-15 00:00:00,2024-06-24,2.0,Bình thường,Đang đọc,80.0,Negative,3054.0,706.0,1164.0,Tự Do Tài Chính,Nguyễn Nhật Ánh,History,883,Truyện tranh,3.9,2017,Vietnam,131000,Medium,Average,Đinh Bình,đinhbinh24@gmail.com,Nữ,1992-02-17 00:00:00,Cần Thơ,2022-05-19,3.5,43.0,34.0,25-35,10.0,10.0
399.0,26,5,2024-06-09 00:00:00,2024-06-29,3.0,Đáng tham khảo,Chưa bắt đầu,10.0,Positive,3055.0,34.0,65.0,Think and Grow Rich,Napoleon Hill,Business,342,Truyện chữ,4.1,2013,USA,292000,High,Good,Đinh Bình,đinhbinh24@gmail.com,Nữ,1992-02-17 00:00:00,Cần Thơ,2022-05-19,3.5,43.0,34.0,25-35,10.0,10.0
400.0,26,88,2023-01-24 00:00:00,2023-02-23,2.0,Không hay lắm,Chưa bắt đầu,1.0,Negative,3056.0,5.0,7.0,Và Núi Vang Vọng,J.K. Rowling,Self-help,582,Truyện chữ,4.1,2010,UK,156000,Medium,Good,Đinh Bình,đinhbinh24@gmail.com,Nữ,1992-02-17 00:00:00,Cần Thơ,2022-05-19,3.5,43.0,34.0,25-35,10.0,10.0
401.0,26,80,2024-04-01 00:00:00,2024-04-11,2.0,Hơi chán,Chưa bắt đầu,9.0,Negative,3057.0,48.0,131.0,Trại Hoa Vàng,Natsume Soseki,Manga,543,Truyện tranh,4.0,2019,Japan,223000,Medium,Good,Đinh Bình,đinhbinh24@gmail.com,Nữ,1992-02-17 00:00:00,Cần Thơ,2022-05-19,3.5,43.0,34.0,25-35,10.0,10.0
402.0,26,50,2025-06-27 00:00:00,2025-07-06,2.0,Bình thường,Đang đọc,72.0,Negative,3058.0,242.0,644.0,Germinal,Stephen King,Classic,337,Truyện chữ,3.9,2017,USA,282000,High,Average,Đinh Bình,đinhbinh24@gmail.com,Nữ,1992-02-17 00:00:00,Cần Thơ,2022-05-19,3.5,43.0,34.0,25-35,10.0,10.0
403.0,26,87,2025-09-20 00:00:00,2025-09-23,5.0,Nội dung sâu sắc,Đã đọc xong,96.0,Positive,3059.0,716.0,1931.0,Ngàn Mặt Trời Rực Rỡ,George Orwell,Self-help,746,Truyện tranh,4.9,2021,UK,230000,Medium,Excellent,Đinh Bình,đinhbinh24@gmail.com,Nữ,1992-02-17 00:00:00,Cần Thơ,2022-05-19,3.5,43.0,34.0,25-35,10.0,10.0
404.0,27,88,2024-11-06 00:00:00,2024-11-19,3.0,Đáng tham khảo,Đã đọc xong,97.0,Neutral,3060.0,564.0,1291.0,Và Núi Vang Vọng,J.K. Rowling,Self-help,582,Truyện chữ,4.1,2010,UK,156000,Medium,Good,Bùi Hà,buiha16@gmail.com,Nữ,2000-04-26 00:00:00,HCM,2023-03-15,3.9,27.0,26.0,25-35,6.0,6.0
405.0,27,4,2025-04-16 00:00:00,2025-04-21,3.0,Ổn,Đang đọc,69.0,Neutral,3061.0,298.0,495.0,Atomic Habits,James Clear,Classic,433,Truyện tranh,3.8,2014,USA,237000,Medium,Average,Bùi Hà,buiha16@gmail.com,Nữ,2000-04-26 00:00:00,HCM,2023-03-15,3.9,27.0,26.0,25-35,6.0,6.0
406.0,27,18,2024-08-11 00:00:00,2024-08-21,5.0,Nội dung sâu sắc,Chưa bắt đầu,0.0,Positive,3062.0,0.0,0.0,Số Đỏ,Vũ Trọng Phụng,Classic,500,Truyện chữ,5.0,2024,Vietnam,155000,Medium,Excellent,Bùi Hà,buiha16@gmail.com,Nữ,2000-04-26 00:00:00,HCM,2023-03-15,3.9,27.0,26.0,25-35,6.0,6.0
407.0,27,2,2025-11-26 00:00:00,2025-11-29,4.0,Đọc một lần là nhớ mãi,Đã đọc xong,98.0,Positive,3063.0,733.0,1853.0,Nhà Giả Kim,Paulo Coelho,Literature,748,Truyện chữ,3.2,2020,Brazil,228000,Medium,Low,Bùi Hà,buiha16@gmail.com,Nữ,2000-04-26 00:00:00,HCM,2023-03-15,3.9,27.0,26.0,25-35,6.0,6.0
408.0,27,49,2024-07-29 00:00:00,2024-08-23,1.0,Bình thường,Chưa bắt đầu,1.0,Negative,3064.0,7.0,16.0,Madame Bovary,Dan Brown,Literature,786,Truyện chữ,4.8,2011,USA,260000,High,Excellent,Bùi Hà,buiha16@gmail.com,Nữ,2000-04-26 00:00:00,HCM,2023-03-15,3.9,27.0,26.0,25-35,6.0,6.0
409.0,27,32,2023-05-21 00:00:00,2023-05-28,4.0,Recommend cho mọi người,Đã đọc xong,100.0,Positive,3065.0,753.0,1559.0,Thế Giới Phẳng,Tô Hoài,Psychology,753,Truyện tranh,3.5,2015,Vietnam,277000,High,Average,Bùi Hà,buiha16@gmail.com,Nữ,2000-04-26 00:00:00,HCM,2023-03-15,3.9,27.0,26.0,25-35,6.0,6.0
410.0,28,76,2025-08-15 00:00:00,2025-09-10,4.0,Tuyệt vời,Chưa bắt đầu,6.0,Positive,3066.0,49.0,103.0,Bố Già,J.K. Rowling,Romance,824,Truyện tranh,4.9,2012,UK,82000,Low,Excellent,Trần Tuấn,trantuan68@gmail.com,Nữ,1991-06-14 00:00:00,Hà Nội,2022-07-13,3.8,47.0,35.0,25-35,9.0,9.0
411.0,28,45,2025-01-26 00:00:00,2025-02-10,3.0,Có vài điểm hay,Đang đọc,26.0,Negative,3067.0,160.0,399.0,Mindset,Tô Hoài,Business,617,Truyện chữ,3.7,2010,Vietnam,172000,Medium,Average,Trần Tuấn,trantuan68@gmail.com,Nữ,1991-06-14 00:00:00,Hà Nội,2022-07-13,3.8,47.0,35.0,25-35,9.0,9.0
412.0,28,67,2024-08-17 00:00:00,2024-08-24,1.0,Hơi chán,Bỏ dở,35.0,Negative,3068.0,253.0,695.0,Đầu Tư Chứng Khoán,Stephen King,Fantasy,725,Truyện chữ,4.4,2017,USA,270000,High,Good,Trần Tuấn,trantuan68@gmail.com,Nữ,1991-06-14 00:00:00,Hà Nội,2022-07-13,3.8,47.0,35.0,25-35,9.0,9.0
413.0,28,73,2023-01-19 00:00:00,2023-02-04,5.0,Cực kỳ cuốn hút,Đã đọc xong,100.0,Positive,3069.0,342.0,798.0,My Hero Academia,Osamu Dazai,Fantasy,342,Truyện chữ,4.9,2016,Japan,320000,High,Excellent,Trần Tuấn,trantuan68@gmail.com,Nữ,1991-06-14 00:00:00,Hà Nội,2022-07-13,3.8,47.0,35.0,25-35,9.0,9.0
414.0,28,86,2025-10-26 00:00:00,2025-11-15,1.0,Hơi khó đọc,Đang đọc,62.0,Negative,3070.0,543.0,1102.0,Người Đua Diều,Gustave Flaubert,Manga,877,Truyện tranh,3.4,2015,Japan,332000,High,Low,Trần Tuấn,trantuan68@gmail.com,Nữ,1991-06-14 00:00:00,Hà Nội,2022-07-13,3.8,47.0,35.0,25-35,9.0,9.0
415.0,28,64,2024-11-25 00:00:00,2024-12-25,3.0,Có vài điểm hay,Chưa bắt đầu,0.0,Neutral,3071.0,0.0,0.0,Lão Hạc,George Orwell,Self-help,240,Truyện chữ,4.0,2011,UK,89000,Low,Good,Trần Tuấn,trantuan68@gmail.com,Nữ,1991-06-14 00:00:00,Hà Nội,2022-07-13,3.8,47.0,35.0,25-35,9.0,9.0
416.0,28,15,2025-10-08 00:00:00,2025-10-27,4.0,Đáng đọc,Đã đọc xong,100.0,Positive,3072.0,799.0,1618.0,1984,George Orwell,Self-help,799,Truyện tranh,4.2,2019,UK,328000,High,Good,Trần Tuấn,trantuan68@gmail.com,Nữ,1991-06-14 00:00:00,Hà Nội,2022-07-13,3.8,47.0,35.0,25-35,9.0,9.0
417.0,28,98,2025-08-25 00:00:00,2025-09-08,4.0,Đọc một lần là nhớ mãi,Đã đọc xong,97.0,Positive,3073.0,421.0,1165.0,Tôi Thấy Hoa Vàng,Gustave Flaubert,Self-help,435,Truyện tranh,3.7,2012,France,214000,Medium,Average,Trần Tuấn,trantuan68@gmail.com,Nữ,1991-06-14 00:00:00,Hà Nội,2022-07-13,3.8,47.0,35.0,25-35,9.0,9.0
418.0,28,17,2025-12-20 00:00:00,2025-12-31,3.0,Có vài điểm hay,Bỏ dở,6.0,Neutral,3074.0,34.0,52.0,Quê Hương Tuổi Thơ,Osamu Dazai,Fantasy,573,Truyện chữ,4.8,2012,Japan,185000,Medium,Excellent,Trần Tuấn,trantuan68@gmail.com,Nữ,1991-06-14 00:00:00,Hà Nội,2022-07-13,3.8,47.0,35.0,25-35,9.0,9.0
419.0,29,96,2025-10-29 00:00:00,2025-11-19,1.0,Không hay lắm,Bỏ dở,9.0,Negative,3075.0,80.0,131.0,Cô Gái Thứ 13,Tô Hoài,Literature,892,Truyện chữ,3.7,2012,Vietnam,178000,Medium,Average,Hồ Thu,hothu78@gmail.com,Nam,1986-01-13 00:00:00,Đà Nẵng,2025-10-11,4.5,7.0,40.0,35+,6.0,6.0
420.0,29,45,2025-12-17 00:00:00,2025-12-26,3.0,Có vài điểm hay,Đã đọc xong,98.0,Negative,3076.0,604.0,1559.0,Mindset,Tô Hoài,Business,617,Truyện chữ,3.7,2010,Vietnam,172000,Medium,Average,Hồ Thu,hothu78@gmail.com,Nam,1986-01-13 00:00:00,Đà Nẵng,2025-10-11,4.5,7.0,40.0,35+,6.0,6.0
421.0,29,49,2025-12-22 00:00:00,2025-12-31,4.0,Rất hay,Đã đọc xong,95.0,Positive,3077.0,746.0,1873.0,Madame Bovary,Dan Brown,Literature,786,Truyện chữ,4.8,2011,USA,260000,High,Excellent,Hồ Thu,hothu78@gmail.com,Nam,1986-01-13 00:00:00,Đà Nẵng,2025-10-11,4.5,7.0,40.0,35+,6.0,6.0
422.0,29,51,2025-11-14 00:00:00,2025-12-01,3.0,Đáng tham khảo,Bỏ dở,36.0,Negative,3078.0,308.0,588.0,Trăm Năm Cô Đơn,Haruki Murakami,Literature,856,Truyện chữ,4.6,2020,Japan,139000,Medium,Excellent,Hồ Thu,hothu78@gmail.com,Nam,1986-01-13 00:00:00,Đà Nẵng,2025-10-11,4.5,7.0,40.0,35+,6.0,6.0
423.0,29,1,2025-12-15 00:00:00,2025-12-21,3.0,Ổn,Đã đọc xong,95.0,Neutral,3079.0,387.0,862.0,Đắc Nhân Tâm,Dale Carnegie,Business,408,Truyện chữ,4.0,2020,USA,288000,High,Good,Hồ Thu,hothu78@gmail.com,Nam,1986-01-13 00:00:00,Đà Nẵng,2025-10-11,4.5,7.0,40.0,35+,6.0,6.0
424.0,29,28,2025-11-19 00:00:00,2025-11-23,3.0,Có vài điểm hay,Đã đọc xong,99.0,Positive,3080.0,442.0,1289.0,Gone Girl,Alexandre Dumas,Manga,447,Truyện tranh,4.0,2018,Japan,257000,High,Good,Hồ Thu,hothu78@gmail.com,Nam,1986-01-13 00:00:00,Đà Nẵng,2025-10-11,4.5,7.0,40.0,35+,6.0,6.0
425.0,30,19,2025-01-22 00:00:00,2025-01-27,2.0,Không hay lắm,Đã đọc xong,100.0,Negative,3081.0,473.0,1035.0,Chí Phèo,Nam Cao,Psychology,473,Truyện tranh,3.5,2011,Vietnam,254000,High,Average,Phạm Sơn,phamson78@gmail.com,Nữ,1992-03-14 00:00:00,HCM,2023-01-28,3.4,30.0,34.0,25-35,17.0,17.0
426.0,30,35,2023-07-06 00:00:00,2023-08-05,4.0,Đọc một lần là nhớ mãi,Đã đọc xong,98.0,Positive,3082.0,564.0,1090.0,Tipping Point,Dan Brown,Business,576,Truyện chữ,3.9,2018,USA,329000,High,Average,Phạm Sơn,phamson78@gmail.com,Nữ,1992-03-14 00:00:00,HCM,2023-01-28,3.4,30.0,34.0,25-35,17.0,17.0
427.0,30,40,2025-05-06 00:00:00,2025-05-09,5.0,Hay hơn mong đợi,Chưa bắt đầu,2.0,Positive,3083.0,8.0,21.0,Great Expectations,Agatha Christie,Self-help,419,Truyện tranh,5.0,2015,UK,235000,Medium,Excellent,Phạm Sơn,phamson78@gmail.com,Nữ,1992-03-14 00:00:00,HCM,2023-01-28,3.4,30.0,34.0,25-35,17.0,17.0
428.0,30,44,2025-02-07 00:00:00,2025-02-12,2.0,Hơi khó đọc,Đang đọc,26.0,Negative,3084.0,58.0,138.0,Sức Mạnh Hiện Tại,Ernest Hemingway,Business,226,Truyện tranh,4.5,2024,USA,201000,Medium,Excellent,Phạm Sơn,phamson78@gmail.com,Nữ,1992-03-14 00:00:00,HCM,2023-01-28,3.4,30.0,34.0,25-35,17.0,17.0
429.0,30,17,2023-07-08 00:00:00,2023-07-23,2.0,Bình thường,Chưa bắt đầu,5.0,Negative,3085.0,28.0,74.0,Quê Hương Tuổi Thơ,Osamu Dazai,Fantasy,573,Truyện chữ,4.8,2012,Japan,185000,Medium,Excellent,Phạm Sơn,phamson78@gmail.com,Nữ,1992-03-14 00:00:00,HCM,2023-01-28,3.4,30.0,34.0,25-35,17.0,17.0
430.0,30,1,2023-07-03 00:00:00,2023-07-22,3.0,Có vài điểm hay,Bỏ dở,38.0,Positive,3086.0,155.0,314.0,Đắc Nhân Tâm,Dale Carnegie,Business,408,Truyện chữ,4.0,2020,USA,288000,High,Good,Phạm Sơn,phamson78@gmail.com,Nữ,1992-03-14 00:00:00,HCM,2023-01-28,3.4,30.0,34.0,25-35,17.0,17.0
431.0,30,67,2023-11-26 00:00:00,2023-12-06,3.0,Tạm ổn,Đã đọc xong,97.0,Neutral,3087.0,703.0,1856.0,Đầu Tư Chứng Khoán,Stephen King,Fantasy,725,Truyện chữ,4.4,2017,USA,270000,High,Good,Phạm Sơn,phamson78@gmail.com,Nữ,1992-03-14 00:00:00,HCM,2023-01-28,3.4,30.0,34.0,25-35,17.0,17.0
432.0,30,99,2023-07-01 00:00:00,2023-07-09,4.0,Hay hơn mong đợi,Chưa bắt đầu,10.0,Positive,3088.0,15.0,39.0,Bức Thư Gửi Em,Natsume Soseki,Manga,155,Truyện tranh,3.8,2021,Japan,101000,Low,Average,Phạm Sơn,phamson78@gmail.com,Nữ,1992-03-14 00:00:00,HCM,2023-01-28,3.4,30.0,34.0,25-35,17.0,17.0
433.0,30,59,2025-08-04 00:00:00,2025-08-28,5.0,Recommend cho mọi người,Chưa bắt đầu,9.0,Positive,3089.0,27.0,75.0,Make Your Bed,Tô Hoài,Business,302,Truyện tranh,4.8,2019,Vietnam,86000,Low,Excellent,Phạm Sơn,phamson78@gmail.com,Nữ,1992-03-14 00:00:00,HCM,2023-01-28,3.4,30.0,34.0,25-35,17.0,17.0
434.0,30,24,2024-11-05 00:00:00,2024-11-12,4.0,Nội dung sâu sắc,Đang đọc,50.0,Positive,3090.0,449.0,1209.0,Good to Great,Mark Twain,Classic,898,Truyện chữ,4.9,2024,USA,180000,Medium,Excellent,Phạm Sơn,phamson78@gmail.com,Nữ,1992-03-14 00:00:00,HCM,2023-01-28,3.4,30.0,34.0,25-35,17.0,17.0
435.0,30,18,2023-05-23 00:00:00,2023-06-06,4.0,Hay hơn mong đợi,Đang đọc,39.0,Positive,3091.0,195.0,303.0,Số Đỏ,Vũ Trọng Phụng,Classic,500,Truyện chữ,5.0,2024,Vietnam,155000,Medium,Excellent,Phạm Sơn,phamson78@gmail.com,Nữ,1992-03-14 00:00:00,HCM,2023-01-28,3.4,30.0,34.0,25-35,17.0,17.0
436.0,30,52,2025-02-21 00:00:00,2025-03-22,5.0,Đáng đọc,Đã đọc xong,100.0,Positive,3092.0,285.0,690.0,Tình Yêu Thời Thổ Tả,Osamu Dazai,Classic,285,Truyện tranh,4.5,2023,Japan,134000,Medium,Excellent,Phạm Sơn,phamson78@gmail.com,Nữ,1992-03-14 00:00:00,HCM,2023-01-28,3.4,30.0,34.0,25-35,17.0,17.0
437.0,30,72,2025-12-01 00:00:00,2025-12-16,1.0,Không phù hợp với mình,Đang đọc,55.0,Negative,3093.0,486.0,1391.0,Demon Slayer,Stephen King,Classic,884,Truyện tranh,4.5,2011,USA,183000,Medium,Excellent,Phạm Sơn,phamson78@gmail.com,Nữ,1992-03-14 00:00:00,HCM,2023-01-28,3.4,30.0,34.0,25-35,17.0,17.0
438.0,30,94,2024-02-17 00:00:00,2024-03-01,1.0,Không hay lắm,Bỏ dở,37.0,Negative,3094.0,60.0,130.0,Measure What Matters,Agatha Christie,Fantasy,163,Truyện tranh,3.7,2019,UK,198000,Medium,Average,Phạm Sơn,phamson78@gmail.com,Nữ,1992-03-14 00:00:00,HCM,2023-01-28,3.4,30.0,34.0,25-35,17.0,17.0
439.0,30,32,2024-12-31 00:00:00,2025-01-25,3.0,Đáng tham khảo,Đã đọc xong,100.0,Positive,3095.0,753.0,2248.0,Thế Giới Phẳng,Tô Hoài,Psychology,753,Truyện tranh,3.5,2015,Vietnam,277000,High,Average,Phạm Sơn,phamson78@gmail.com,Nữ,1992-03-14 00:00:00,HCM,2023-01-28,3.4,30.0,34.0,25-35,17.0,17.0
440.0,30,68,2023-12-19 00:00:00,2024-01-02,4.0,Recommend cho mọi người,Đã đọc xong,97.0,Positive,3096.0,198.0,498.0,Bitcoin & Blockchain,Gustave Flaubert,Fantasy,205,Truyện chữ,4.7,2015,France,328000,High,Excellent,Phạm Sơn,phamson78@gmail.com,Nữ,1992-03-14 00:00:00,HCM,2023-01-28,3.4,30.0,34.0,25-35,17.0,17.0
441.0,30,75,2023-05-15 00:00:00,2023-06-12,1.0,Bình thường,Bỏ dở,26.0,Negative,3097.0,207.0,339.0,Fullmetal Alchemist,J.K. Rowling,History,798,Truyện tranh,4.3,2022,UK,320000,High,Good,Phạm Sơn,phamson78@gmail.com,Nữ,1992-03-14 00:00:00,HCM,2023-01-28,3.4,30.0,34.0,25-35,17.0,17.0
