user_id,ho_ten,email,gioi_tinh,ngay_sinh,thanh_pho,ngay_dang_ky,diem_danh_gia_trung_binh,so_luong_sach_da_mua
259,Đinh Linh,đinhlinh30@gmail.com,Nữ,1999-01-03,Đà Nẵng,2024-10-18,4.9,33
260,Phạm Tâm,phamtam44@gmail.com,Nữ,1999-01-02,HCM,2023-05-09,3.6,39
261,Bùi An,buian91@gmail.com,Nam,2000-07-05,Đà Nẵng,2023-08-09,4.8,47
262,Phan Bình,phanbinh51@gmail.com,Nam,1996-01-19,Hải Phòng,2024-04-05,4.1,24
263,Trần Nam,trannam61@gmail.com,Nam,2002-09-09,HCM,2023-08-15,4.7,40
264,Lê Dung,ledung39@gmail.com,Nữ,2004-06-26,Hà Nội,2022-09-01,5.0,36
265,Phạm Thảo,phamthao16@gmail.com,Nữ,1996-09-02,Cần Thơ,2022-10-23,3.1,9
266,Bùi Oanh,buioanh43@gmail.com,Nữ,1995-10-17,Đà Nẵng,2024-08-28,3.3,40
267,Vũ Thảo,vuthao83@gmail.com,Nữ,1995-10-11,Đà Nẵng,2022-11-29,4.0,33
268,Ngô Tâm,ngotam46@gmail.com,Nữ,2002-08-27,Đà Nẵng,2024-09-30,3.0,22
269,Đỗ Linh,đolinh66@gmail.com,Nữ,1988-10-16,Hà Nội,2024-05-03,3.5,42
270,Phạm Việt,phamviet94@gmail.com,Nam,2003-10-16,HCM,2025-03-28,3.3,41
271,Lê Minh,leminh44@gmail.com,Nam,2004-01-19,Cần Thơ,2024-02-18,4.9,8
272,Đặng Long,đanglong14@gmail.com,Nam,1991-03-14,Cần Thơ,2022-02-08,4.4,27
273,Đinh Phúc,đinhphuc14@gmail.com,Nam,2001-12-05,Cần Thơ,2025-06-06,4.0,36
274,Đặng Quân,đangquan44@gmail.com,Nam,1995-06-06,Hải Phòng,2025-09-18,3.9,35
275,Phan Tuấn,phantuan20@gmail.com,Nam,1995-10-16,Hà Nội,2025-01-23,3.4,16
276,Hoàng Khoa,hoangkhoa37@gmail.com,Nam,1993-05-23,Hà Nội,2025-02-16,3.4,46
277,Đặng Mai,đangmai21@gmail.com,Nữ,2000-05-04,Cần Thơ,2023-10-12,4.1,35
278,Lý Mai,lymai15@gmail.com,Nữ,1997-05-02,Đà Nẵng,2024-03-19,3.6,46
279,Đinh Oanh,đinhoanh84@gmail.com,Nữ,1987-12-16,Đà Nẵng,2023-12-11,3.4,35
280,Ngô Lan,ngolan26@gmail.com,Nữ,1993-02-20,Cần Thơ,2025-02-25,4.5,16
281,Hồ Hùng,hohung64@gmail.com,Nam,1992-11-08,Cần Thơ,2022-04-14,3.1,27
282,Trần Tuấn,trantuan27@gmail.com,Nam,1995-01-18,Hà Nội,2024-08-25,5.0,11
283,Đinh Hùng,đinhhung92@gmail.com,Nam,1998-08-21,Hà Nội,2025-08-30,3.4,19
284,Hồ Bình,hobinh49@gmail.com,Nam,1995-11-19,HCM,2023-08-08,3.5,48
285,Vũ Hùng,vuhung51@gmail.com,Nam,1986-01-27,Đà Nẵng,2022-12-25,3.8,32
286,Đinh Bình,đinhbinh52@gmail.com,Nam,1990-05-19,HCM,2023-08-16,4.2,22
287,Hồ Sơn,hoson59@gmail.com,Nam,1994-03-28,Hà Nội,2024-07-19,4.0,18
288,Phan Hải,phanhai56@gmail.com,Nam,1991-11-09,Hà Nội,2022-08-19,4.4,1
289,Đỗ Tuấn,đotuan56@gmail.com,Nam,1995-03-20,HCM,2023-08-28,4.7,26
290,Phan Cường,phancuong85@gmail.com,Nam,1998-11-04,Đà Nẵng,2024-11-21,3.4,9
291,Đinh Khoa,đinhkhoa13@gmail.com,Nam,2000-05-13,HCM,2023-10-25,3.5,49
292,Hoàng Tâm,hoangtam64@gmail.com,Nữ,1993-05-21,HCM,2023-11-07,3.7,16
293,Trần Oanh,tranoanh25@gmail.com,Nữ,1986-03-13,Cần Thơ,2025-09-29,4.4,46
294,Trần Thu,tranthu20@gmail.com,Nữ,1994-06-20,Hà Nội,2025-11-14,3.4,9
295,Đặng Việt,đangviet83@gmail.com,Nam,2000-07-23,HCM,2022-11-10,4.1,31
296,Lý Huy,lyhuy57@gmail.com,Nam,2002-11-25,Hà Nội,2025-09-22,4.2,6
297,Bùi Uyên,buiuyen36@gmail.com,Nữ,2001-02-19,Cần Thơ,2024-07-03,3.2,36
298,Đỗ Sơn,đoson90@gmail.com,Nam,2001-03-11,HCM,2023-02-19,4.7,29
299,Phạm Uyên,phamuyen21@gmail.com,Nữ,1988-02-17,Đà Nẵng,2025-10-25,3.9,4
300,Bùi Nga,buinga98@gmail.com,Nữ,1999-10-02,HCM,2022-09-28,4.1,44
301,Vũ Lan,vulan19@gmail.com,Nữ,1994-12-07,HCM,2022-02-14,4.2,3
302,Ngô Cường,ngocuong47@gmail.com,Nam,1998-02-16,Hà Nội,2023-12-07,3.1,27
303,Dương Thu,duongthu52@gmail.com,Nữ,1990-06-13,Hà Nội,2022-10-05,3.9,25
304,Hồ Tuấn,hotuan95@gmail.com,Nam,1997-11-28,Đà Nẵng,2022-06-14,3.7,12
305,Bùi Hà,buiha48@gmail.com,Nữ,2002-01-25,Đà Nẵng,2024-03-15,3.0,20
306,Ngô Sơn,ngoson53@gmail.com,Nam,1999-09-13,Hải Phòng,2025-10-11,4.6,16
307,Lê Lan,lelan28@gmail.com,Nữ,1999-12-25,Hà Nội,2023-12-10,3.2,43
308,Dương Trang,duongtrang94@gmail.com,Nữ,1998-04-07,Hà Nội,2025-06-13,3.1,39
309,Đỗ Tuấn,đotuan91@gmail.com,Nam,1986-04-24,Cần Thơ,2024-07-03,3.1,29
310,Phạm Xuân,phamxuan60@gmail.com,Nam,1992-03-17,HCM,2025-01-10,5.0,15
311,Đỗ Thảo,đothao77@gmail.com,Nữ,2003-04-10,Hà Nội,2023-10-16,4.8,43
312,Vũ Linh,vulinh20@gmail.com,Nữ,2001-01-18,HCM,2023-03-29,4.9,48
313,Hồ Nga,honga79@gmail.com,Nữ,1990-01-12,HCM,2025-07-06,4.9,43
314,Phan Uyên,phanuyen94@gmail.com,Nữ,1997-07-05,Hải Phòng,2024-12-10,3.6,12
315,Phạm Đức,phamđuc40@gmail.com,Nam,2002-05-28,Cần Thơ,2024-08-27,4.4,30
316,Vũ Nga,vunga55@gmail.com,Nữ,1986-07-08,Đà Nẵng,2025-02-25,3.5,22
317,Lý Mai,lymai22@gmail.com,Nữ,1987-09-24,Hà Nội,2024-07-10,4.7,4
318,Hồ Thảo,hothao65@gmail.com,Nữ,1993-02-07,HCM,2024-02-12,4.6,38
319,Đặng Huy,đanghuy72@gmail.com,Nam,2002-05-01,HCM,2023-03-21,3.4,13
320,Đinh Khoa,đinhkhoa49@gmail.com,Nam,1988-07-08,HCM,2024-09-07,4.1,50
321,Đặng Sơn,đangson90@gmail.com,Nam,1994-05-09,Hà Nội,2024-02-19,3.7,32
322,Dương Việt,duongviet71@gmail.com,Nam,1999-06-07,Đà Nẵng,2022-07-21,3.7,27
323,Lý Khoa,lykhoa93@gmail.com,Nam,1986-01-09,Đà Nẵng,2025-02-26,4.1,38
324,Hoàng Hà,hoangha33@gmail.com,Nữ,2003-06-08,HCM,2024-05-05,3.8,16
325,Hồ Tuấn,hotuan45@gmail.com,Nam,2000-05-25,Hải Phòng,2025-02-01,4.6,47
326,Lê Việt,leviet81@gmail.com,Nam,2000-03-05,Đà Nẵng,2024-08-01,4.4,32
327,Hồ Bình,hobinh33@gmail.com,Nam,1990-02-27,Đà Nẵng,2025-01-15,4.3,49
328,Lê Minh,leminh33@gmail.com,Nam,1985-02-23,Đà Nẵng,2024-04-24,3.3,14
329,Phan Bình,phanbinh88@gmail.com,Nam,2001-11-16,Hà Nội,2024-07-22,3.0,35
330,Nguyễn An,nguyenan68@gmail.com,Nam,2002-09-10,HCM,2024-04-22,3.0,45
331,Trần Trang,trantrang74@gmail.com,Nữ,1998-09-05,Hà Nội,2023-01-03,3.5,40
332,Lý Mai,lymai28@gmail.com,Nữ,2001-07-03,Cần Thơ,2023-06-01,3.7,26
333,Phạm Uyên,phamuyen65@gmail.com,Nữ,1999-05-22,HCM,2025-03-03,4.7,6
334,Vũ Nam,vunam39@gmail.com,Nam,1986-09-16,HCM,2022-07-11,3.1,1
335,Đặng Đức,đangđuc23@gmail.com,Nam,1990-11-26,HCM,2022-06-19,3.7,7
336,Phạm Huy,phamhuy11@gmail.com,Nam,2001-05-02,HCM,2022-03-29,4.8,44
337,Đỗ Tuấn,đotuan56@gmail.com,Nam,1993-03-28,Cần Thơ,2025-01-17,3.6,14
338,Dương Minh,duongminh25@gmail.com,Nam,2003-02-10,Đà Nẵng,2022-10-23,3.3,16
339,Hồ Hùng,hohung68@gmail.com,Nam,2003-07-25,Hà Nội,2024-03-07,4.5,45
340,Ngô Mai,ngomai97@gmail.com,Nữ,1987-02-14,HCM,2024-10-22,3.5,5
341,Dương Thảo,duongthao52@gmail.com,Nữ,1995-06-01,Hà Nội,2025-05-24,4.3,29
342,Phan Sơn,phanson26@gmail.com,Nam,2000-07-06,Hà Nội,2023-04-13,4.4,43
343,Dương Thảo,duongthao17@gmail.com,Nữ,1997-04-23,HCM,2022-06-25,3.1,18
344,Ngô Yến,ngoyen74@gmail.com,Nữ,1989-12-13,Hà Nội,2024-02-18,3.6,7
345,Hoàng Oanh,hoangoanh58@gmail.com,Nữ,1987-05-04,Hà Nội,2022-01-11,3.3,12
346,Bùi Sơn,buison39@gmail.com,Nam,1998-02-01,Đà Nẵng,2024-07-08,3.2,36
347,Đỗ Yến,đoyen90@gmail.com,Nữ,1987-07-01,Đà Nẵng,2025-05-07,3.6,25
348,Đinh Khoa,đinhkhoa65@gmail.com,Nam,1987-11-13,HCM,2025-02-19,3.3,18
349,Đặng Hà,đangha47@gmail.com,Nữ,1994-03-14,Hà Nội,2023-07-04,3.6,20
350,Phan Lan,phanlan85@gmail.com,Nữ,2000-12-21,Đà Nẵng,2022-06-07,4.0,40
351,Trần Hà,tranha13@gmail.com,Nữ,1991-01-13,Hà Nội,2024-07-26,3.7,40
352,Đặng Long,đanglong98@gmail.com,Nam,1997-11-20,Cần Thơ,2023-11-06,3.3,21
353,Phạm Phúc,phamphuc76@gmail.com,Nam,2004-03-13,Đà Nẵng,2025-11-24,4.9,19
354,Dương Khoa,duongkhoa74@gmail.com,Nam,2000-07-09,HCM,2025-03-25,4.6,26
355,Đinh Tâm,đinhtam82@gmail.com,Nữ,1996-10-18,HCM,2022-08-22,3.4,50
356,Ngô Oanh,ngooanh35@gmail.com,Nữ,2002-08-26,Đà Nẵng,2022-02-25,3.6,45
357,Hồ Phúc,hophuc61@gmail.com,Nam,1987-11-10,HCM,2024-04-17,3.5,43
358,Dương Nam,duongnam51@gmail.com,Nam,1989-08-20,Đà Nẵng,2024-05-16,4.0,26
359,Đinh Trang,đinhtrang64@gmail.com,Nữ,2002-09-02,Hải Phòng,2024-11-03,4.6,24
360,Hồ Trang,hotrang45@gmail.com,Nữ,2002-02-25,Đà Nẵng,2025-05-01,3.5,43
361,Hồ Thảo,hothao40@gmail.com,Nữ,1996-10-21,Hà Nội,2022-12-07,4.4,26
362,Trần An,tranan41@gmail.com,Nam,1995-05-08,Đà Nẵng,2024-05-31,4.0,34
363,Ngô Tâm,ngotam66@gmail.com,Nữ,2002-08-12,Hà Nội,2025-04-03,3.8,50
364,Bùi Hà,buiha51@gmail.com,Nữ,2003-01-16,Hà Nội,2025-11-15,3.2,27
365,Lý Việt,lyviet88@gmail.com,Nam,1987-06-10,Hải Phòng,2022-08-26,3.7,14
366,Phan Phúc,phanphuc67@gmail.com,Nam,2001-08-24,Hà Nội,2024-09-16,4.4,21
367,Nguyễn Yến,nguyenyen18@gmail.com,Nữ,1987-01-28,Hải Phòng,2023-09-07,3.7,7
368,Bùi Hải,buihai63@gmail.com,Nam,1990-06-18,Hải Phòng,2023-05-15,3.9,30
369,Hồ Hải,hohai75@gmail.com,Nam,1992-11-22,HCM,2024-04-09,3.9,2
370,Đặng Tâm,đangtam25@gmail.com,Nữ,2004-07-01,HCM,2023-02-09,4.4,14
371,Dương Yến,duongyen82@gmail.com,Nữ,1993-10-04,HCM,2025-12-12,4.6,35
372,Phan Huy,phanhuy60@gmail.com,Nam,1990-02-09,HCM,2024-01-20,4.3,32
373,Phan Thảo,phanthao36@gmail.com,Nữ,2001-10-13,HCM,2025-08-01,4.2,23
374,Đỗ Hải,đohai89@gmail.com,Nam,1996-10-19,Đà Nẵng,2024-07-26,3.2,9
375,Phạm Linh,phamlinh42@gmail.com,Nữ,1995-03-12,HCM,2022-08-30,4.4,33
376,Đỗ Hà,đoha12@gmail.com,Nữ,1997-07-06,Hà Nội,2024-05-06,4.0,35
377,Lê Phúc,lephuc62@gmail.com,Nam,1990-03-06,Cần Thơ,2025-02-10,3.6,29
378,Lý Mai,lymai80@gmail.com,Nữ,2004-08-05,HCM,2022-04-20,3.4,25
379,Hồ Phúc,hophuc36@gmail.com,Nam,2002-11-16,Cần Thơ,2024-11-01,3.8,29
380,Trần Tâm,trantam27@gmail.com,Nữ,2000-04-10,HCM,2022-12-09,3.1,15
381,Lê Xuân,lexuan83@gmail.com,Nam,2002-10-24,HCM,2023-08-15,4.5,32
382,Trần Tâm,trantam53@gmail.com,Nữ,2002-05-25,Đà Nẵng,2024-11-12,4.1,24
383,Dương Việt,duongviet61@gmail.com,Nam,2002-09-07,Đà Nẵng,2022-03-27,5.0,7
384,Lý Bình,lybinh19@gmail.com,Nam,1992-05-12,Cần Thơ,2023-09-02,4.7,6
385,Dương Yến,duongyen33@gmail.com,Nữ,1999-04-26,Đà Nẵng,2022-08-29,4.5,45
386,Đỗ Thu,đothu60@gmail.com,Nữ,1996-03-20,Cần Thơ,2025-12-26,3.3,14
387,Đỗ Mai,đomai28@gmail.com,Nữ,1991-10-18,HCM,2022-05-02,3.3,46
388,Đỗ Lan,đolan75@gmail.com,Nữ,1994-03-25,HCM,2023-08-16,4.6,4
389,Lê Uyên,leuyen11@gmail.com,Nữ,1993-04-05,Cần Thơ,2025-09-05,4.4,16
390,Lê Tâm,letam24@gmail.com,Nữ,1997-11-14,Cần Thơ,2024-09-29,3.8,5
391,Bùi Việt,buiviet22@gmail.com,Nam,1987-12-12,Hải Phòng,2024-04-05,3.9,32
392,Nguyễn Đức,nguyenđuc53@gmail.com,Nam,1995-12-15,Hà Nội,2025-04-06,4.3,45
393,Dương Sơn,duongson28@gmail.com,Nam,1996-04-14,Hà Nội,2022-05-10,4.6,32
394,Lý Linh,lylinh56@gmail.com,Nữ,1993-09-19,Cần Thơ,2023-10-24,3.3,32
395,Dương Bình,duongbinh86@gmail.com,Nam,1995-02-21,Hà Nội,2025-10-29,4.6,30
396,Đinh Đức,đinhđuc86@gmail.com,Nam,1985-08-15,Hải Phòng,2022-09-12,3.0,28
397,Đinh Hà,đinhha76@gmail.com,Nữ,1991-03-28,Cần Thơ,2025-11-11,4.9,18
398,Phan Lan,phanlan86@gmail.com,Nữ,1987-06-22,Hà Nội,2025-09-02,4.8,11
399,Hồ Linh,holinh36@gmail.com,Nữ,1986-07-21,Cần Thơ,2024-03-22,3.2,7
400,Đặng Cường,đangcuong80@gmail.com,Nam,1985-10-08,Cần Thơ,2023-03-14,4.0,29
401,Ngô Long,ngolong87@gmail.com,Nam,1985-07-23,HCM,2022-01-17,3.3,5
402,Trần Việt,tranviet78@gmail.com,Nam,1992-02-11,Hải Phòng,2024-02-24,3.7,20
403,Dương Minh,duongminh64@gmail.com,Nam,1989-11-22,Hà Nội,2024-02-23,3.3,34
404,Đỗ Thu,đothu50@gmail.com,Nữ,2003-08-12,Cần Thơ,2022-01-18,4.4,41
405,Đỗ Tuấn,đotuan53@gmail.com,Nam,1989-04-03,Hà Nội,2024-04-23,4.8,9
406,Ngô Nam,ngonam33@gmail.com,Nam,1988-07-11,Cần Thơ,2025-04-22,4.6,16
407,Trần Khoa,trankhoa76@gmail.com,Nam,1993-12-01,Hà Nội,2025-08-13,4.7,43
408,Bùi Thảo,buithao63@gmail.com,Nữ,1994-12-13,HCM,2023-02-25,3.6,4
409,Vũ Dung,vudung14@gmail.com,Nữ,1992-08-21,Hải Phòng,2024-10-10,4.2,34
410,Đinh Long,đinhlong74@gmail.com,Nam,1985-07-28,HCM,2024-01-10,4.7,27
411,Hồ Hải,hohai79@gmail.com,Nam,1996-02-01,Hà Nội,2025-01-23,4.2,1
412,Nguyễn Trang,nguyentrang83@gmail.com,Nữ,1993-07-17,Hải Phòng,2023-03-18,3.6,46
413,Vũ Uyên,vuuyen86@gmail.com,Nữ,2001-02-21,Hải Phòng,2024-04-30,4.1,40
414,Trần Linh,tranlinh83@gmail.com,Nữ,1989-09-07,Đà Nẵng,2023-07-23,4.9,10
415,Vũ Tâm,vutam88@gmail.com,Nữ,2002-05-23,Đà Nẵng,2023-11-01,3.9,16
416,Trần Trang,trantrang83@gmail.com,Nữ,1986-02-15,Hà Nội,2023-05-16,4.2,4
417,Ngô Tuấn,ngotuan71@gmail.com,Nam,1994-02-01,HCM,2025-09-26,4.4,45
418,Đặng Mai,đangmai91@gmail.com,Nữ,1985-03-12,Hà Nội,2022-12-02,3.3,50
419,Dương Hùng,duonghung27@gmail.com,Nam,1993-06-26,Đà Nẵng,2022-08-30,3.9,34
420,Ngô Tâm,ngotam56@gmail.com,Nữ,1987-08-15,Cần Thơ,2023-06-23,4.0,4
421,Lê Mai,lemai17@gmail.com,Nữ,2000-05-25,Cần Thơ,2025-03-06,3.2,37
422,Ngô Quân,ngoquan94@gmail.com,Nam,1988-01-28,Cần Thơ,2023-04-13,4.7,16
423,Phan Nam,phannam50@gmail.com,Nam,1986-03-28,HCM,2024-08-24,3.1,46
424,Phan Khoa,phankhoa33@gmail.com,Nam,1998-12-11,Hà Nội,2023-04-05,3.5,5
425,Trần Quân,tranquan97@gmail.com,Nam,2003-03-08,HCM,2024-02-03,4.6,3
426,Đinh Oanh,đinhoanh70@gmail.com,Nữ,1997-05-11,Hà Nội,2022-05-22,3.2,30
427,Phạm Linh,phamlinh11@gmail.com,Nữ,1985-12-20,Hà Nội,2024-01-26,3.5,24
428,Dương Xuân,duongxuan94@gmail.com,Nam,2003-12-18,Cần Thơ,2024-10-07,4.5,16
429,Đinh Nga,đinhnga38@gmail.com,Nữ,1989-04-18,Hà Nội,2022-01-14,3.7,45
430,Nguyễn Xuân,nguyenxuan86@gmail.com,Nam,1985-12-24,HCM,2023-11-18,3.6,14
431,Vũ Phúc,vuphuc50@gmail.com,Nam,2001-03-23,HCM,2023-05-03,3.6,3
432,Vũ Uyên,vuuyen94@gmail.com,Nữ,1992-08-24,Cần Thơ,2024-11-30,3.2,7
433,Hồ Minh,hominh49@gmail.com,Nam,2001-02-19,Đà Nẵng,2022-10-01,4.1,28
434,Hoàng Lan,hoanglan64@gmail.com,Nữ,1989-07-23,HCM,2023-04-30,4.7,21
435,Hoàng Khoa,hoangkhoa66@gmail.com,Nam,1995-04-05,HCM,2024-07-16,4.6,38
436,Trần Hải,tranhai14@gmail.com,Nam,1988-08-11,Đà Nẵng,2022-11-15,3.8,35
437,Đặng Linh,đanglinh59@gmail.com,Nữ,1996-05-28,HCM,2023-03-02,3.2,11
438,Ngô Thảo,ngothao43@gmail.com,Nữ,1994-04-27,Cần Thơ,2025-12-14,4.7,10
439,Phạm Mai,phammai43@gmail.com,Nữ,1987-09-02,Đà Nẵng,2025-12-27,4.4,17
440,Vũ Đức,vuđuc50@gmail.com,Nam,1990-09-24,HCM,2022-03-05,4.1,7
441,Dương Yến,duongyen22@gmail.com,Nữ,1999-02-01,HCM,2022-07-28,3.1,50
442,Phạm Minh,phamminh91@gmail.com,Nam,1992-06-22,Hải Phòng,2022-09-25,4.3,42
443,Đỗ Lan,đolan15@gmail.com,Nữ,1987-01-03,Hà Nội,2025-04-07,3.4,42
444,Trần Hùng,tranhung74@gmail.com,Nam,1999-02-02,Hà Nội,2022-09-21,4.9,4
445,Vũ Minh,vuminh39@gmail.com,Nam,1990-08-01,Cần Thơ,2025-03-21,3.8,28
446,Phạm Trang,phamtrang30@gmail.com,Nữ,1990-05-09,Hải Phòng,2023-12-26,3.9,10
447,Đỗ Thảo,đothao60@gmail.com,Nữ,1986-11-10,Hải Phòng,2025-06-11,4.0,36
448,Trần Lan,tranlan46@gmail.com,Nữ,2000-03-14,Cần Thơ,2022-05-05,3.4,34
449,Dương Sơn,duongson31@gmail.com,Nam,1992-07-26,Hà Nội,2025-07-15,4.4,31
450,Phan Trang,phantrang34@gmail.com,Nữ,2002-07-09,HCM,2024-09-19,3.4,21
451,Nguyễn Hùng,nguyenhung62@gmail.com,Nam,2004-01-26,Cần Thơ,2023-03-25,5.0,34
452,Phạm Hải,phamhai96@gmail.com,Nam,1996-04-22,Đà Nẵng,2025-04-11,3.5,35
453,Đỗ Đức,đođuc60@gmail.com,Nam,1986-06-27,Hà Nội,2023-03-26,5.0,12
454,Đỗ Long,đolong58@gmail.com,Nam,1990-10-01,Hải Phòng,2023-04-30,4.4,23
455,Lê Tâm,letam90@gmail.com,Nữ,2003-08-18,HCM,2025-02-28,3.6,32
456,Nguyễn Khoa,nguyenkhoa91@gmail.com,Nam,1986-01-17,Hà Nội,2022-07-04,4.0,22
457,Dương Hà,duongha77@gmail.com,Nữ,2004-12-06,HCM,2023-02-17,4.8,21
458,Lê Tâm,letam76@gmail.com,Nữ,1986-02-28,Hà Nội,2022-02-14,4.1,24
459,Ngô Tuấn,ngotuan28@gmail.com,Nam,1987-10-04,HCM,2024-02-05,3.7,21
460,Ngô Nga,ngonga85@gmail.com,Nữ,1989-11-11,HCM,2022-11-19,3.3,36
461,Phạm Tuấn,phamtuan57@gmail.com,Nam,2004-07-10,HCM,2024-01-01,4.5,19
462,Ngô An,ngoan51@gmail.com,Nam,1989-10-02,Đà Nẵng,2022-12-30,3.4,21
463,Hồ Tâm,hotam50@gmail.com,Nữ,2004-08-05,Đà Nẵng,2023-03-29,3.7,5
464,Phan Hải,phanhai48@gmail.com,Nam,1992-12-22,Đà Nẵng,2023-12-12,4.3,22
465,Hoàng Huy,hoanghuy95@gmail.com,Nam,1999-12-03,Hải Phòng,2022-01-24,3.7,7
466,Vũ Oanh,vuoanh71@gmail.com,Nữ,1985-03-14,Hà Nội,2022-04-09,4.0,25
467,Vũ Dung,vudung46@gmail.com,Nữ,1996-10-21,HCM,2025-01-23,4.5,15
468,Trần Yến,tranyen70@gmail.com,Nữ,1990-05-01,Cần Thơ,2024-07-13,3.6,7
469,Lê Hùng,lehung45@gmail.com,Nam,1987-03-24,HCM,2023-12-02,3.2,6
470,Đỗ Hùng,đohung20@gmail.com,Nam,1995-12-01,Hải Phòng,2025-05-01,3.9,42
471,Đinh Nga,đinhnga87@gmail.com,Nữ,1990-01-04,HCM,2025-05-28,3.7,13
472,Bùi Việt,buiviet66@gmail.com,Nam,1998-11-10,Hải Phòng,2025-11-28,3.6,7
473,Đỗ Sơn,đoson84@gmail.com,Nam,1986-03-02,HCM,2024-03-15,3.7,28
474,Lý Tuấn,lytuan42@gmail.com,Nam,1987-04-04,Cần Thơ,2023-08-27,3.1,11
475,Đặng Đức,đangđuc57@gmail.com,Nam,1994-05-26,Hà Nội,2022-06-17,3.8,32
476,Hồ Sơn,hoson14@gmail.com,Nam,1993-03-12,Hải Phòng,2022-07-06,4.8,24
477,Nguyễn Lan,nguyenlan76@gmail.com,Nữ,1990-08-09,HCM,2024-07-01,3.5,18
478,Lê Xuân,lexuan57@gmail.com,Nam,2003-02-22,Đà Nẵng,2022-05-07,3.7,35
479,Phạm Sơn,phamson13@gmail.com,Nam,1998-07-27,Hải Phòng,2025-04-22,4.0,35
480,Đinh Khoa,đinhkhoa53@gmail.com,Nam,2000-05-03,Hà Nội,2025-03-18,3.8,46
481,Đỗ Hùng,đohung89@gmail.com,Nam,1986-02-25,Đà Nẵng,2024-10-25,3.9,11
482,Lê Bình,lebinh56@gmail.com,Nam,1991-02-22,Đà Nẵng,2023-01-30,3.9,41
483,Hoàng Long,hoanglong40@gmail.com,Nam,1989-02-13,Hà Nội,2025-05-03,4.1,36
484,Bùi Oanh,buioanh78@gmail.com,Nữ,1995-12-20,Đà Nẵng,2023-07-20,4.2,27
485,Lê Hà,leha66@gmail.com,Nữ,1988-02-19,Đà Nẵng,2024-04-28,4.6,19
486,Đinh Nga,đinhnga44@gmail.com,Nữ,2002-07-21,Hải Phòng,2023-12-06,4.0,39
487,Lê Lan,lelan20@gmail.com,Nữ,2000-03-20,HCM,2022-03-18,4.2,45
488,Vũ Hùng,vuhung62@gmail.com,Nam,1997-12-08,HCM,2022-03-21,3.1,31
489,Nguyễn Long,nguyenlong59@gmail.com,Nam,1993-05-09,Hải Phòng,2024-02-02,4.7,45
490,Lê Linh,lelinh37@gmail.com,Nữ,1988-06-09,Cần Thơ,2023-04-12,4.5,39
491,Đặng Huy,đanghuy44@gmail.com,Nam,1987-12-16,Hà Nội,2023-01-20,4.5,24
492,Dương Hải,duonghai54@gmail.com,Nam,1986-05-23,Đà Nẵng,2024-11-21,4.0,9
493,Nguyễn Hải,nguyenhai87@gmail.com,Nam,2001-04-27,HCM,2025-03-10,3.1,3
494,Đinh Mai,đinhmai99@gmail.com,Nữ,1999-05-12,HCM,2022-04-14,4.6,33
495,Đinh Dung,đinhdung40@gmail.com,Nữ,1997-04-12,Hà Nội,2025-07-25,4.0,29
496,Đỗ Sơn,đoson85@gmail.com,Nam,1990-06-06,Hà Nội,2024-08-29,4.7,17
497,Nguyễn Nam,nguyennam98@gmail.com,Nam,1987-03-28,Đà Nẵng,2023-08-07,4.1,14
498,Phạm Tuấn,phamtuan64@gmail.com,Nam,1992-05-21,HCM,2025-08-18,3.8,2
499,Đinh Hà,đinhha23@gmail.com,Nữ,1985-10-26,Hải Phòng,2024-08-28,3.0,17
500,Ngô Uyên,ngouyen99@gmail.com,Nữ,2004-07-13,Hải Phòng,2023-09-18,4.7,30
